software_name,case_name,tls_version,sni_name,host_header_name,issuer,resumption,result.summary,result.ticket_resumed,result.body,result.response_status_code,result.response_body,result.full_response_cert,result.full_response_body,result.full_body_equals_resumption_body,result.full_body_equals_cert
nginx,one-server,TLSv1.2,ticket issuer host,ticket issuer host,a.com,b.com,0,True,"{<RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.SNI_VALUE: 'sni value'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>A</title>\n</head>\n\n<body>You have been served a.com!</body>\n\n</html>',"{<RemoteRole.SNI_VALUE: 'sni value'>, 'a.com', <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.HOST_VALUE: 'host header value'>}","{<RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.SNI_VALUE: 'sni value'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}",True,True
nginx,one-server,TLSv1.2,ticket issuer host,ticket issuer host,a.com,c.com,0,True,"{<RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.SNI_VALUE: 'sni value'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>A</title>\n</head>\n\n<body>You have been served a.com!</body>\n\n</html>',"{<RemoteRole.SNI_VALUE: 'sni value'>, 'a.com', <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.HOST_VALUE: 'host header value'>}","{<RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.SNI_VALUE: 'sni value'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}",True,True
nginx,one-server,TLSv1.2,ticket issuer host,ticket issuer host,b.com,a.com,0,True,"{<RemoteRole.HOST_VALUE: 'host header value'>, <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, 'b.com'}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>B</title>\n</head>\n\n<body>You have been served b.com!</body>\n\n</html>',"{<RemoteRole.HOST_VALUE: 'host header value'>, <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, 'b.com'}","{<RemoteRole.HOST_VALUE: 'host header value'>, <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, 'b.com'}",True,True
nginx,one-server,TLSv1.2,ticket issuer host,ticket issuer host,b.com,c.com,0,True,"{<RemoteRole.HOST_VALUE: 'host header value'>, <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, 'b.com'}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>B</title>\n</head>\n\n<body>You have been served b.com!</body>\n\n</html>',"{<RemoteRole.HOST_VALUE: 'host header value'>, <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, 'b.com'}","{<RemoteRole.HOST_VALUE: 'host header value'>, <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, 'b.com'}",True,True
nginx,one-server,TLSv1.2,ticket issuer host,ticket issuer host,c.com,a.com,0,True,"{'c.com', <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.HOST_VALUE: 'host header value'>}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>C</title>\n</head>\n\n<body>You have been served c.com!</body>\n\n</html>',"{'c.com', <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.HOST_VALUE: 'host header value'>}","{'c.com', <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.HOST_VALUE: 'host header value'>}",True,True
nginx,one-server,TLSv1.2,ticket issuer host,ticket issuer host,c.com,b.com,0,True,"{'c.com', <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.HOST_VALUE: 'host header value'>}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>C</title>\n</head>\n\n<body>You have been served c.com!</body>\n\n</html>',"{'c.com', <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.HOST_VALUE: 'host header value'>}","{'c.com', <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.HOST_VALUE: 'host header value'>}",True,True
nginx,one-server,TLSv1.2,ticket issuer host,resumption host,a.com,b.com,3,True,"{<RemoteAlias.RESUMPTION: 'resumption host'>, <RemoteRole.HOST_VALUE: 'host header value'>, 'b.com'}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>B</title>\n</head>\n\n<body>You have been served b.com!</body>\n\n</html>',"{<RemoteRole.SNI_VALUE: 'sni value'>, 'a.com', <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>}","{<RemoteAlias.RESUMPTION: 'resumption host'>, <RemoteRole.HOST_VALUE: 'host header value'>, 'b.com'}",True,False
nginx,one-server,TLSv1.2,ticket issuer host,resumption host,a.com,c.com,3,True,"{<RemoteAlias.RESUMPTION: 'resumption host'>, 'c.com', <RemoteRole.HOST_VALUE: 'host header value'>}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>C</title>\n</head>\n\n<body>You have been served c.com!</body>\n\n</html>',"{<RemoteRole.SNI_VALUE: 'sni value'>, 'a.com', <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>}","{<RemoteAlias.RESUMPTION: 'resumption host'>, 'c.com', <RemoteRole.HOST_VALUE: 'host header value'>}",True,False
nginx,one-server,TLSv1.2,ticket issuer host,resumption host,b.com,a.com,3,True,"{<RemoteAlias.RESUMPTION: 'resumption host'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>A</title>\n</head>\n\n<body>You have been served a.com!</body>\n\n</html>',"{<RemoteRole.SNI_VALUE: 'sni value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, 'b.com'}","{<RemoteAlias.RESUMPTION: 'resumption host'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}",True,False
nginx,one-server,TLSv1.2,ticket issuer host,resumption host,b.com,c.com,3,True,"{<RemoteAlias.RESUMPTION: 'resumption host'>, 'c.com', <RemoteRole.HOST_VALUE: 'host header value'>}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>C</title>\n</head>\n\n<body>You have been served c.com!</body>\n\n</html>',"{<RemoteRole.SNI_VALUE: 'sni value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, 'b.com'}","{<RemoteAlias.RESUMPTION: 'resumption host'>, 'c.com', <RemoteRole.HOST_VALUE: 'host header value'>}",True,False
nginx,one-server,TLSv1.2,ticket issuer host,resumption host,c.com,a.com,3,True,"{<RemoteAlias.RESUMPTION: 'resumption host'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>A</title>\n</head>\n\n<body>You have been served a.com!</body>\n\n</html>',"{'c.com', <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>}","{<RemoteAlias.RESUMPTION: 'resumption host'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}",True,False
nginx,one-server,TLSv1.2,ticket issuer host,resumption host,c.com,b.com,3,True,"{<RemoteAlias.RESUMPTION: 'resumption host'>, <RemoteRole.HOST_VALUE: 'host header value'>, 'b.com'}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>B</title>\n</head>\n\n<body>You have been served b.com!</body>\n\n</html>',"{'c.com', <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>}","{<RemoteAlias.RESUMPTION: 'resumption host'>, <RemoteRole.HOST_VALUE: 'host header value'>, 'b.com'}",True,False
nginx,one-server,TLSv1.2,resumption host,ticket issuer host,a.com,b.com,0,True,"{<RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>A</title>\n</head>\n\n<body>You have been served a.com!</body>\n\n</html>',"{<RemoteAlias.RESUMPTION: 'resumption host'>, <RemoteRole.SNI_VALUE: 'sni value'>, 'b.com'}","{<RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}",True,False
nginx,one-server,TLSv1.2,resumption host,ticket issuer host,a.com,c.com,0,True,"{<RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>A</title>\n</head>\n\n<body>You have been served a.com!</body>\n\n</html>',"{<RemoteAlias.RESUMPTION: 'resumption host'>, 'c.com', <RemoteRole.SNI_VALUE: 'sni value'>}","{<RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}",True,False
nginx,one-server,TLSv1.2,resumption host,ticket issuer host,b.com,a.com,0,True,"{<RemoteRole.HOST_VALUE: 'host header value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, 'b.com'}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>B</title>\n</head>\n\n<body>You have been served b.com!</body>\n\n</html>',"{<RemoteAlias.RESUMPTION: 'resumption host'>, <RemoteRole.SNI_VALUE: 'sni value'>, 'a.com'}","{<RemoteRole.HOST_VALUE: 'host header value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, 'b.com'}",True,False
nginx,one-server,TLSv1.2,resumption host,ticket issuer host,b.com,c.com,0,True,"{<RemoteRole.HOST_VALUE: 'host header value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, 'b.com'}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>B</title>\n</head>\n\n<body>You have been served b.com!</body>\n\n</html>',"{<RemoteAlias.RESUMPTION: 'resumption host'>, 'c.com', <RemoteRole.SNI_VALUE: 'sni value'>}","{<RemoteRole.HOST_VALUE: 'host header value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, 'b.com'}",True,False
nginx,one-server,TLSv1.2,resumption host,ticket issuer host,c.com,a.com,0,True,"{'c.com', <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.HOST_VALUE: 'host header value'>}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>C</title>\n</head>\n\n<body>You have been served c.com!</body>\n\n</html>',"{<RemoteAlias.RESUMPTION: 'resumption host'>, <RemoteRole.SNI_VALUE: 'sni value'>, 'a.com'}","{'c.com', <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.HOST_VALUE: 'host header value'>}",True,False
nginx,one-server,TLSv1.2,resumption host,ticket issuer host,c.com,b.com,0,True,"{'c.com', <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.HOST_VALUE: 'host header value'>}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>C</title>\n</head>\n\n<body>You have been served c.com!</body>\n\n</html>',"{<RemoteAlias.RESUMPTION: 'resumption host'>, <RemoteRole.SNI_VALUE: 'sni value'>, 'b.com'}","{'c.com', <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.HOST_VALUE: 'host header value'>}",True,False
nginx,one-server,TLSv1.2,resumption host,resumption host,a.com,b.com,3,True,"{<RemoteAlias.RESUMPTION: 'resumption host'>, <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteRole.HOST_VALUE: 'host header value'>, 'b.com'}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>B</title>\n</head>\n\n<body>You have been served b.com!</body>\n\n</html>',"{<RemoteAlias.RESUMPTION: 'resumption host'>, <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteRole.HOST_VALUE: 'host header value'>, 'b.com'}","{<RemoteAlias.RESUMPTION: 'resumption host'>, <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteRole.HOST_VALUE: 'host header value'>, 'b.com'}",True,True
nginx,one-server,TLSv1.2,resumption host,resumption host,a.com,c.com,3,True,"{<RemoteAlias.RESUMPTION: 'resumption host'>, 'c.com', <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteRole.HOST_VALUE: 'host header value'>}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>C</title>\n</head>\n\n<body>You have been served c.com!</body>\n\n</html>',"{<RemoteAlias.RESUMPTION: 'resumption host'>, 'c.com', <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteRole.HOST_VALUE: 'host header value'>}","{<RemoteAlias.RESUMPTION: 'resumption host'>, 'c.com', <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteRole.HOST_VALUE: 'host header value'>}",True,True
nginx,one-server,TLSv1.2,resumption host,resumption host,b.com,a.com,3,True,"{<RemoteAlias.RESUMPTION: 'resumption host'>, <RemoteRole.SNI_VALUE: 'sni value'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>A</title>\n</head>\n\n<body>You have been served a.com!</body>\n\n</html>',"{<RemoteAlias.RESUMPTION: 'resumption host'>, <RemoteRole.SNI_VALUE: 'sni value'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}","{<RemoteAlias.RESUMPTION: 'resumption host'>, <RemoteRole.SNI_VALUE: 'sni value'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}",True,True
nginx,one-server,TLSv1.2,resumption host,resumption host,b.com,c.com,3,True,"{<RemoteAlias.RESUMPTION: 'resumption host'>, 'c.com', <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteRole.HOST_VALUE: 'host header value'>}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>C</title>\n</head>\n\n<body>You have been served c.com!</body>\n\n</html>',"{<RemoteAlias.RESUMPTION: 'resumption host'>, 'c.com', <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteRole.HOST_VALUE: 'host header value'>}","{<RemoteAlias.RESUMPTION: 'resumption host'>, 'c.com', <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteRole.HOST_VALUE: 'host header value'>}",True,True
nginx,one-server,TLSv1.2,resumption host,resumption host,c.com,a.com,3,True,"{<RemoteAlias.RESUMPTION: 'resumption host'>, <RemoteRole.SNI_VALUE: 'sni value'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>A</title>\n</head>\n\n<body>You have been served a.com!</body>\n\n</html>',"{<RemoteAlias.RESUMPTION: 'resumption host'>, <RemoteRole.SNI_VALUE: 'sni value'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}","{<RemoteAlias.RESUMPTION: 'resumption host'>, <RemoteRole.SNI_VALUE: 'sni value'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}",True,True
nginx,one-server,TLSv1.2,resumption host,resumption host,c.com,b.com,3,True,"{<RemoteAlias.RESUMPTION: 'resumption host'>, <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteRole.HOST_VALUE: 'host header value'>, 'b.com'}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>B</title>\n</head>\n\n<body>You have been served b.com!</body>\n\n</html>',"{<RemoteAlias.RESUMPTION: 'resumption host'>, <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteRole.HOST_VALUE: 'host header value'>, 'b.com'}","{<RemoteAlias.RESUMPTION: 'resumption host'>, <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteRole.HOST_VALUE: 'host header value'>, 'b.com'}",True,True
nginx,one-server,TLSv1.2,,ticket issuer host,a.com,b.com,0,True,"{<RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>A</title>\n</head>\n\n<body>You have been served a.com!</body>\n\n</html>',"{'a.com', <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.HOST_VALUE: 'host header value'>}","{<RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}",True,True
nginx,one-server,TLSv1.2,,ticket issuer host,a.com,c.com,0,True,"{<RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>A</title>\n</head>\n\n<body>You have been served a.com!</body>\n\n</html>',"{'a.com', <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.HOST_VALUE: 'host header value'>}","{<RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}",True,True
nginx,one-server,TLSv1.2,,ticket issuer host,b.com,a.com,0,True,"{<RemoteRole.HOST_VALUE: 'host header value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, 'b.com'}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>B</title>\n</head>\n\n<body>You have been served b.com!</body>\n\n</html>',"{<RemoteAlias.RESUMPTION: 'resumption host'>, 'a.com'}","{<RemoteRole.HOST_VALUE: 'host header value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, 'b.com'}",True,False
nginx,one-server,TLSv1.2,,ticket issuer host,b.com,c.com,0,True,"{<RemoteRole.HOST_VALUE: 'host header value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, 'b.com'}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>B</title>\n</head>\n\n<body>You have been served b.com!</body>\n\n</html>',a.com,"{<RemoteRole.HOST_VALUE: 'host header value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, 'b.com'}",True,False
nginx,one-server,TLSv1.2,,ticket issuer host,c.com,a.com,0,True,"{'c.com', <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.HOST_VALUE: 'host header value'>}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>C</title>\n</head>\n\n<body>You have been served c.com!</body>\n\n</html>',"{<RemoteAlias.RESUMPTION: 'resumption host'>, 'a.com'}","{'c.com', <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.HOST_VALUE: 'host header value'>}",True,False
nginx,one-server,TLSv1.2,,ticket issuer host,c.com,b.com,0,True,"{'c.com', <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.HOST_VALUE: 'host header value'>}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>C</title>\n</head>\n\n<body>You have been served c.com!</body>\n\n</html>',a.com,"{'c.com', <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.HOST_VALUE: 'host header value'>}",True,False
nginx,one-server,TLSv1.2,,resumption host,a.com,b.com,3,True,"{<RemoteAlias.RESUMPTION: 'resumption host'>, <RemoteRole.HOST_VALUE: 'host header value'>, 'b.com'}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>B</title>\n</head>\n\n<body>You have been served b.com!</body>\n\n</html>',"{'a.com', <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>}","{<RemoteAlias.RESUMPTION: 'resumption host'>, <RemoteRole.HOST_VALUE: 'host header value'>, 'b.com'}",True,False
nginx,one-server,TLSv1.2,,resumption host,a.com,c.com,3,True,"{<RemoteAlias.RESUMPTION: 'resumption host'>, 'c.com', <RemoteRole.HOST_VALUE: 'host header value'>}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>C</title>\n</head>\n\n<body>You have been served c.com!</body>\n\n</html>',"{'a.com', <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>}","{<RemoteAlias.RESUMPTION: 'resumption host'>, 'c.com', <RemoteRole.HOST_VALUE: 'host header value'>}",True,False
nginx,one-server,TLSv1.2,,resumption host,b.com,a.com,3,True,"{<RemoteAlias.RESUMPTION: 'resumption host'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>A</title>\n</head>\n\n<body>You have been served a.com!</body>\n\n</html>',"{<RemoteAlias.RESUMPTION: 'resumption host'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}","{<RemoteAlias.RESUMPTION: 'resumption host'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}",True,True
nginx,one-server,TLSv1.2,,resumption host,b.com,c.com,3,True,"{<RemoteAlias.RESUMPTION: 'resumption host'>, 'c.com', <RemoteRole.HOST_VALUE: 'host header value'>}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>C</title>\n</head>\n\n<body>You have been served c.com!</body>\n\n</html>',a.com,"{<RemoteAlias.RESUMPTION: 'resumption host'>, 'c.com', <RemoteRole.HOST_VALUE: 'host header value'>}",True,False
nginx,one-server,TLSv1.2,,resumption host,c.com,a.com,3,True,"{<RemoteAlias.RESUMPTION: 'resumption host'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>A</title>\n</head>\n\n<body>You have been served a.com!</body>\n\n</html>',"{<RemoteAlias.RESUMPTION: 'resumption host'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}","{<RemoteAlias.RESUMPTION: 'resumption host'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}",True,True
nginx,one-server,TLSv1.2,,resumption host,c.com,b.com,3,True,"{<RemoteAlias.RESUMPTION: 'resumption host'>, <RemoteRole.HOST_VALUE: 'host header value'>, 'b.com'}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>B</title>\n</head>\n\n<body>You have been served b.com!</body>\n\n</html>',a.com,"{<RemoteAlias.RESUMPTION: 'resumption host'>, <RemoteRole.HOST_VALUE: 'host header value'>, 'b.com'}",True,False
nginx,one-server,TLSv1.3,ticket issuer host,ticket issuer host,a.com,b.com,0,True,"{<RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.SNI_VALUE: 'sni value'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>A</title>\n</head>\n\n<body>You have been served a.com!</body>\n\n</html>',"{<RemoteRole.SNI_VALUE: 'sni value'>, 'a.com', <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.HOST_VALUE: 'host header value'>}","{<RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.SNI_VALUE: 'sni value'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}",True,True
nginx,one-server,TLSv1.3,ticket issuer host,ticket issuer host,a.com,c.com,0,True,"{<RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.SNI_VALUE: 'sni value'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>A</title>\n</head>\n\n<body>You have been served a.com!</body>\n\n</html>',"{<RemoteRole.SNI_VALUE: 'sni value'>, 'a.com', <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.HOST_VALUE: 'host header value'>}","{<RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.SNI_VALUE: 'sni value'>, 'a.com', <RemoteRole.HOST_VALUE: 'host header value'>}",True,True
nginx,one-server,TLSv1.3,ticket issuer host,ticket issuer host,b.com,a.com,0,True,"{<RemoteRole.HOST_VALUE: 'host header value'>, <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, 'b.com'}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>B</title>\n</head>\n\n<body>You have been served b.com!</body>\n\n</html>',"{<RemoteRole.HOST_VALUE: 'host header value'>, <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, 'b.com'}","{<RemoteRole.HOST_VALUE: 'host header value'>, <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, 'b.com'}",True,True
nginx,one-server,TLSv1.3,ticket issuer host,ticket issuer host,b.com,c.com,0,True,"{<RemoteRole.HOST_VALUE: 'host header value'>, <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, 'b.com'}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>B</title>\n</head>\n\n<body>You have been served b.com!</body>\n\n</html>',"{<RemoteRole.HOST_VALUE: 'host header value'>, <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, 'b.com'}","{<RemoteRole.HOST_VALUE: 'host header value'>, <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, 'b.com'}",True,True
nginx,one-server,TLSv1.3,ticket issuer host,ticket issuer host,c.com,a.com,0,True,"{'c.com', <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.HOST_VALUE: 'host header value'>}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>C</title>\n</head>\n\n<body>You have been served c.com!</body>\n\n</html>',"{'c.com', <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.HOST_VALUE: 'host header value'>}","{'c.com', <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.HOST_VALUE: 'host header value'>}",True,True
nginx,one-server,TLSv1.3,ticket issuer host,ticket issuer host,c.com,b.com,0,True,"{'c.com', <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.HOST_VALUE: 'host header value'>}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>C</title>\n</head>\n\n<body>You have been served c.com!</body>\n\n</html>',"{'c.com', <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.HOST_VALUE: 'host header value'>}","{'c.com', <RemoteRole.SNI_VALUE: 'sni value'>, <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>, <RemoteRole.HOST_VALUE: 'host header value'>}",True,True
nginx,one-server,TLSv1.3,ticket issuer host,resumption host,a.com,b.com,3,True,"{<RemoteAlias.RESUMPTION: 'resumption host'>, <RemoteRole.HOST_VALUE: 'host header value'>, 'b.com'}",200,b'<!doctype html>\n<html>\n\n<head>\n    <title>B</title>\n</head>\n\n<body>You have been served b.com!</body>\n\n</html>',"{<RemoteRole.SNI_VALUE: 'sni value'>, 'a.com', <RemoteAlias.TICKET_ISSUER: 'ticket issuer host'>}","{<RemoteAlias.RESUMPTION: 'resumption host'>, <RemoteRole.HOST_VALUE: 'host header value'>, 'b.com'}",True,False
